x,y,s,s_norm,track_yaw_rad,kappa,w_l,w_r,n_x,n_y
5.8630,-3.9033,13.7441,0.5635,2.3317,-0.0243,1.1050,0.7950,-0.7242,-0.6896
5.8282,-3.8666,13.7947,0.5656,2.3290,0.0126,1.0550,0.8350,-0.7261,-0.6876
5.7934,-3.8299,13.8452,0.5676,2.3281,0.0477,1.0750,0.8850,-0.7267,-0.6870
5.7586,-3.7931,13.8959,0.5697,2.3292,0.0816,1.0250,0.9350,-0.7259,-0.6878
5.7238,-3.7564,13.9465,0.5718,2.3321,0.1159,0.9850,0.9850,-0.7239,-0.6899
5.6887,-3.7198,13.9972,0.5739,2.3370,0.1506,1.0050,1.1050,-0.7206,-0.6934
5.6535,-3.6834,14.0478,0.5759,2.3437,0.1848,0.9650,1.1650,-0.7159,-0.6982
5.6181,-3.6474,14.0983,0.5780,2.3523,0.2172,0.9250,1.1850,-0.7098,-0.7044
5.5823,-3.6117,14.1489,0.5801,2.3629,0.2474,0.9450,1.2150,-0.7023,-0.7118
5.5462,-3.5765,14.1993,0.5821,2.3754,0.2753,0.9150,1.2850,-0.6934,-0.7206
5.5097,-3.5419,14.2496,0.5842,2.3899,0.3007,0.8750,1.3350,-0.6829,-0.7306
5.4727,-3.5078,14.2999,0.5863,2.4064,0.3226,0.8450,1.3650,-0.6707,-0.7417
5.4352,-3.4745,14.3501,0.5883,2.4249,0.3407,0.8750,1.4050,-0.6569,-0.7540
5.3971,-3.4420,14.4001,0.5904,2.4454,0.3552,0.8350,1.4650,-0.6413,-0.7673
5.3584,-3.4104,14.4501,0.5924,2.4679,0.3663,0.7950,1.4850,-0.6239,-0.7815
5.3190,-3.3797,14.5001,0.5945,2.4924,0.3739,0.7550,1.5250,-0.6046,-0.7966
5.2788,-3.3500,14.5500,0.5965,2.5176,0.3783,0.7850,1.5550,-0.5843,-0.8115
5.2380,-3.3214,14.5998,0.5986,2.5416,0.3796,0.7550,1.5950,-0.5647,-0.8253
5.1965,-3.2937,14.6497,0.6006,2.5643,0.3780,0.7050,1.6350,-0.5458,-0.8379
5.1544,-3.2669,14.6996,0.6027,2.5858,0.3735,0.7250,1.6450,-0.5276,-0.8495
5.1117,-3.2410,14.7496,0.6047,2.6060,0.3664,0.6850,1.6550,-0.5103,-0.8600
5.0685,-3.2159,14.7996,0.6068,2.6250,0.3568,0.6550,1.6650,-0.4940,-0.8695
5.0247,-3.1915,14.8496,0.6088,2.6427,0.3454,0.6550,1.7050,-0.4785,-0.8781
4.9805,-3.1679,14.8997,0.6109,2.6591,0.3325,0.5850,1.7450,-0.4640,-0.8858
4.9359,-3.1450,14.9499,0.6129,2.6743,0.3183,0.6050,1.7650,-0.4504,-0.8928
4.8910,-3.1227,15.0001,0.6150,2.6883,0.3032,0.5650,1.7850,-0.4379,-0.8990
4.8457,-3.1010,15.0503,0.6170,2.7011,0.2875,0.5550,1.7550,-0.4264,-0.9045
4.8001,-3.0799,15.1006,0.6191,2.7126,0.2718,0.5550,1.7150,-0.4159,-0.9094
4.7543,-3.0592,15.1508,0.6212,2.7230,0.2562,0.5150,1.6850,-0.4065,-0.9137
4.7082,-3.0390,15.2011,0.6232,2.7322,0.2412,0.5050,1.6550,-0.3981,-0.9174
4.6620,-3.0192,15.2514,0.6253,2.7402,0.2270,0.5050,1.6350,-0.3907,-0.9205
4.6157,-2.9997,15.3016,0.6273,2.7474,0.2142,0.4650,1.6050,-0.3841,-0.9233
4.5693,-2.9806,15.3519,0.6294,2.7549,0.2031,0.4850,1.5750,-0.3771,-0.9262
4.5227,-2.9618,15.4020,0.6315,2.7628,0.1941,0.5050,1.5550,-0.3698,-0.9291
4.4760,-2.9435,15.4522,0.6335,2.7711,0.1876,0.4650,1.5250,-0.3621,-0.9322
4.4292,-2.9255,15.5023,0.6356,2.7798,0.1842,0.4850,1.5050,-0.3539,-0.9353
4.3823,-2.9080,15.5525,0.6376,2.7889,0.1843,0.5050,1.4850,-0.3454,-0.9384
4.3352,-2.8909,15.6026,0.6397,2.7984,0.1860,0.5250,1.4550,-0.3365,-0.9417
4.2879,-2.8743,15.6527,0.6417,2.8082,0.1888,0.5350,1.4350,-0.3272,-0.9449
4.2405,-2.8581,15.7027,0.6438,2.8185,0.1928,0.4950,1.4150,-0.3175,-0.9483
4.1929,-2.8425,15.7528,0.6458,2.8291,0.1977,0.5150,1.3950,-0.3074,-0.9516
4.1451,-2.8273,15.8029,0.6479,2.8401,0.2036,0.5250,1.3750,-0.2969,-0.9549
4.0972,-2.8127,15.8531,0.6499,2.8515,0.2106,0.5450,1.4050,-0.2860,-0.9582
4.0491,-2.7987,15.9032,0.6520,2.8633,0.2185,0.5550,1.3850,-0.2747,-0.9615
4.0007,-2.7852,15.9534,0.6541,2.8754,0.2270,0.5650,1.3650,-0.2630,-0.9648
3.9522,-2.7723,16.0036,0.6561,2.8879,0.2358,0.5750,1.3450,-0.2510,-0.9680
3.9034,-2.7600,16.0539,0.6582,2.9008,0.2446,0.5850,1.3250,-0.2385,-0.9711
3.8545,-2.7483,16.1042,0.6602,2.9137,0.2531,0.5950,1.3150,-0.2259,-0.9741
3.8054,-2.7372,16.1546,0.6623,2.9268,0.2610,0.6550,1.2950,-0.2132,-0.9770
3.7560,-2.7268,16.2050,0.6644,2.9399,0.2680,0.6650,1.2850,-0.2003,-0.9797
3.7066,-2.7170,16.2554,0.6664,2.9532,0.2738,0.6750,1.2650,-0.1873,-0.9823
3.6569,-2.7079,16.3059,0.6685,2.9666,0.2779,0.7350,1.2550,-0.1741,-0.9847
3.6072,-2.6994,16.3563,0.6706,2.9801,0.2811,0.7450,1.2450,-0.1608,-0.9870
3.5573,-2.6917,16.4068,0.6726,2.9938,0.2835,0.7950,1.1850,-0.1473,-0.9891
3.5074,-2.6846,16.4572,0.6747,3.0076,0.2851,0.8050,1.1750,-0.1336,-0.9910
3.4574,-2.6782,16.5076,0.6768,3.0216,0.2858,0.8050,1.1650,-0.1197,-0.9928
3.4073,-2.6725,16.5580,0.6788,3.0357,0.2857,0.8650,1.1550,-0.1057,-0.9944
3.3572,-2.6676,16.6084,0.6809,3.0501,0.2848,0.8650,1.1550,-0.0914,-0.9958
3.3071,-2.6633,16.6587,0.6830,3.0646,0.2829,0.8650,1.0950,-0.0769,-0.9970
3.2569,-2.6598,16.7090,0.6850,3.0793,0.2801,0.8750,1.0950,-0.0622,-0.9981
3.2068,-2.6571,16.7592,0.6871,3.0942,0.2765,0.9250,1.0850,-0.0473,-0.9989
3.1567,-2.6551,16.8093,0.6891,3.1094,0.2720,0.9250,1.0350,-0.0322,-0.9995
3.1066,-2.6538,16.8594,0.6912,3.1242,0.2666,0.9750,1.0350,-0.0174,-0.9998
3.0566,-2.6533,16.9095,0.6933,3.1384,0.2604,0.9750,1.0350,-0.0032,-1.0000
3.0066,-2.6535,16.9595,0.6953,-3.1312,0.2535,0.9750,0.9850,0.0104,-0.9999
2.9566,-2.6543,17.0094,0.6974,-3.1182,0.2458,0.9750,0.9850,0.0233,-0.9997
2.9067,-2.6558,17.0594,0.6994,-3.1059,0.2374,1.0250,0.9850,0.0357,-0.9994
2.8567,-2.6579,17.1094,0.7014,-3.0942,0.2284,1.0250,0.9350,0.0474,-0.9989
2.8068,-2.6605,17.1593,0.7035,-3.0831,0.2185,1.0250,0.9450,0.0584,-0.9983
2.7570,-2.6637,17.2093,0.7055,-3.0727,0.2079,1.0650,0.9450,0.0689,-0.9976
2.7071,-2.6674,17.2593,0.7076,-3.0629,0.1966,1.0650,0.9050,0.0786,-0.9969
2.6573,-2.6716,17.3093,0.7096,-3.0537,0.1846,1.0650,0.9050,0.0878,-0.9961
2.6075,-2.6762,17.3593,0.7117,-3.0452,0.1720,1.0550,0.9150,0.0962,-0.9954
2.5577,-2.6812,17.4094,0.7137,-3.0373,0.1588,1.1050,0.8650,0.1041,-0.9946
2.5079,-2.6866,17.4595,0.7158,-3.0301,0.1452,1.1050,0.8750,0.1113,-0.9938
2.4581,-2.6923,17.5096,0.7179,-3.0235,0.1312,1.0950,0.8750,0.1178,-0.9930
2.4083,-2.6984,17.5597,0.7199,-3.0176,0.1170,1.1250,0.8550,0.1237,-0.9923
2.3585,-2.7047,17.6099,0.7220,-3.0123,0.1027,1.1350,0.8450,0.1290,-0.9916
2.3087,-2.7113,17.6601,0.7240,-3.0076,0.0885,1.1250,0.8450,0.1336,-0.9910
2.2590,-2.7182,17.7104,0.7261,-3.0035,0.0745,1.1250,0.8550,0.1376,-0.9905
2.2092,-2.7252,17.7607,0.7281,-3.0001,0.0609,1.1150,0.8150,0.1410,-0.9900
2.1594,-2.7323,17.8110,0.7302,-2.9973,0.0478,1.1050,0.8250,0.1437,-0.9896
2.1096,-2.7396,17.8613,0.7323,-2.9952,0.0353,1.1050,0.8250,0.1459,-0.9893
2.0598,-2.7470,17.9116,0.7343,-2.9937,0.0230,1.0950,0.7850,0.1474,-0.9891
2.0100,-2.7544,17.9620,0.7364,-2.9928,0.0108,1.0850,0.7950,0.1482,-0.9890
1.9601,-2.7619,18.0124,0.7385,-2.9925,-0.0011,1.0850,0.8050,0.1485,-0.9889
1.9103,-2.7694,18.0628,0.7405,-2.9929,-0.0129,1.0750,0.8050,0.1481,-0.9890
1.8604,-2.7769,18.1132,0.7426,-2.9939,-0.0245,1.0650,0.8150,0.1472,-0.9891
1.8105,-2.7842,18.1637,0.7447,-2.9955,-0.0359,1.1050,0.8250,0.1456,-0.9893
1.7606,-2.7915,18.2141,0.7467,-2.9978,-0.0471,1.1050,0.7750,0.1433,-0.9897
1.7106,-2.7987,18.2646,0.7488,-3.0006,-0.0581,1.0950,0.7850,0.1405,-0.9901
1.6607,-2.8057,18.3151,0.7509,-3.0041,-0.0690,1.0850,0.7950,0.1370,-0.9906
1.6106,-2.8125,18.3655,0.7529,-3.0082,-0.0796,1.0750,0.7950,0.1330,-0.9911
1.5606,-2.8191,18.4160,0.7550,-3.0127,-0.0902,1.0650,0.8050,0.1286,-0.9917
1.5105,-2.8255,18.4665,0.7571,-3.0176,-0.1005,1.0650,0.8150,0.1236,-0.9923
1.4605,-2.8316,18.5169,0.7592,-3.0230,-0.1107,1.0550,0.7650,0.1183,-0.9930
1.4104,-2.8374,18.5674,0.7612,-3.0289,-0.1208,1.0450,0.7750,0.1125,-0.9937
1.3602,-2.8429,18.6178,0.7633,-3.0352,-0.1308,1.0450,0.7750,0.1062,-0.9943
1.3101,-2.8481,18.6682,0.7654,-3.0420,-0.1407,1.0350,0.7850,0.0994,-0.9950
1.2600,-2.8529,18.7185,0.7674,-3.0492,-0.1505,1.0350,0.7850,0.0923,-0.9957
1.2098,-2.8574,18.7689,0.7695,-3.0569,-0.1602,1.0250,0.7950,0.0846,-0.9964
1.1597,-2.8614,18.8192,0.7715,-3.0651,-0.1699,1.0250,0.8450,0.0765,-0.9971
1.1096,-2.8651,18.8694,0.7736,-3.0737,-0.1796,1.0150,0.8450,0.0678,-0.9977
1.0595,-2.8683,18.9196,0.7757,-3.0828,-0.1897,1.0150,0.8450,0.0588,-0.9983
1.0094,-2.8710,18.9698,0.7777,-3.0924,-0.1999,1.0150,0.8550,0.0492,-0.9988
0.9593,-2.8732,19.0200,0.7798,-3.1024,-0.2103,1.0050,0.8550,0.0392,-0.9992
0.9092,-2.8749,19.0700,0.7818,-3.1129,-0.2207,1.0050,0.8550,0.0286,-0.9996
0.8592,-2.8760,19.1201,0.7839,-3.1240,-0.2309,1.0050,0.8550,0.0176,-0.9998
0.8092,-2.8766,19.1701,0.7859,-3.1354,-0.2410,1.0050,0.8550,0.0061,-1.0000
0.7592,-2.8766,19.2201,0.7880,3.1358,-0.2509,1.0050,0.8550,-0.0058,-1.0000
0.7093,-2.8760,19.2700,0.7900,3.1233,-0.2605,1.0050,0.8550,-0.0183,-0.9998
0.6594,-2.8748,19.3200,0.7921,3.1104,-0.2697,1.0050,0.8550,-0.0312,-0.9995
0.6095,-2.8729,19.3698,0.7941,3.0970,-0.2786,1.0050,0.8550,-0.0446,-0.9990
0.5597,-2.8704,19.4197,0.7962,3.0831,-0.2870,1.0150,0.8550,-0.0585,-0.9983
0.5099,-2.8671,19.4696,0.7982,3.0687,-0.2948,1.0150,0.8450,-0.0729,-0.9973
0.4602,-2.8631,19.5194,0.8003,3.0538,-0.3020,1.0250,0.8450,-0.0877,-0.9962
0.4106,-2.8583,19.5693,0.8023,3.0385,-0.3085,1.0250,0.8450,-0.1029,-0.9947
0.3610,-2.8528,19.6192,0.8043,3.0227,-0.3142,1.0350,0.8350,-0.1186,-0.9929
0.3115,-2.8465,19.6691,0.8064,3.0065,-0.3182,1.0450,0.7850,-0.1347,-0.9909
0.2621,-2.8394,19.7190,0.8084,2.9898,-0.3206,1.0550,0.7750,-0.1512,-0.9885
0.2127,-2.8314,19.7691,0.8105,2.9727,-0.3218,1.0650,0.7750,-0.1681,-0.9858
0.1634,-2.8225,19.8191,0.8125,2.9552,-0.3219,1.0750,0.7650,-0.1854,-0.9827
0.1142,-2.8128,19.8693,0.8146,2.9373,-0.3214,1.1450,0.7550,-0.2029,-0.9792
0.0651,-2.8022,19.9195,0.8167,2.9195,-0.3204,1.1550,0.7550,-0.2203,-0.9754
0.0161,-2.7906,19.9699,0.8187,2.9019,-0.3192,1.1250,0.7450,-0.2374,-0.9714
-0.0327,-2.7782,20.0203,0.8208,2.8845,-0.3181,1.1350,0.6850,-0.2542,-0.9671
-0.0814,-2.7650,20.0707,0.8229,2.8674,-0.3173,1.1550,0.6750,-0.2708,-0.9626
-0.1299,-2.7509,20.1213,0.8249,2.8504,-0.3177,1.1750,0.6550,-0.2871,-0.9579
-0.1783,-2.7360,20.1718,0.8270,2.8335,-0.3201,1.2050,0.6450,-0.3032,-0.9529
-0.2264,-2.7202,20.2225,0.8291,2.8169,-0.3245,1.1750,0.6350,-0.3191,-0.9477
-0.2743,-2.7037,20.2731,0.8312,2.8003,-0.3307,1.1950,0.6250,-0.3347,-0.9423
-0.3219,-2.6863,20.3238,0.8332,2.7839,-0.3386,1.2250,0.6050,-0.3501,-0.9367
-0.3692,-2.6682,20.3745,0.8353,2.7676,-0.3481,1.2450,0.5950,-0.3654,-0.9309
-0.4162,-2.6493,20.4252,0.8374,2.7513,-0.3591,1.2550,0.5750,-0.3804,-0.9248
-0.4629,-2.6296,20.4758,0.8395,2.7352,-0.3715,1.2550,0.6150,-0.3953,-0.9185
-0.5093,-2.6092,20.5265,0.8415,2.7191,-0.3852,1.2850,0.5950,-0.4101,-0.9121
-0.5553,-2.5881,20.5771,0.8436,2.7030,-0.4001,1.3150,0.5850,-0.4246,-0.9054
-0.6009,-2.5662,20.6277,0.8457,2.6870,-0.4161,1.2950,0.6150,-0.4391,-0.8984
-0.6461,-2.5437,20.6782,0.8478,2.6698,-0.4330,1.3350,0.5950,-0.4545,-0.8908
-0.6908,-2.5203,20.7286,0.8498,2.6509,-0.4509,1.3750,0.5650,-0.4712,-0.8820
-0.7350,-2.4962,20.7789,0.8519,2.6301,-0.4696,1.3650,0.5650,-0.4894,-0.8720
-0.7784,-2.4711,20.8291,0.8540,2.6075,-0.4891,1.4050,0.5850,-0.5090,-0.8607
-0.8212,-2.4451,20.8792,0.8560,2.5830,-0.5091,1.4050,0.5650,-0.5300,-0.8480
-0.8632,-2.4181,20.9291,0.8580,2.5565,-0.5295,1.4050,0.5450,-0.5523,-0.8337
-0.9043,-2.3900,20.9789,0.8601,2.5281,-0.5497,1.4450,0.5750,-0.5757,-0.8176
-0.9445,-2.3609,21.0285,0.8621,2.4976,-0.5697,1.4050,0.5550,-0.6004,-0.7997
-0.9836,-2.3305,21.0781,0.8642,2.4652,-0.5892,1.3650,0.5950,-0.6260,-0.7798
-1.0216,-2.2989,21.1275,0.8662,2.4308,-0.6080,1.3250,0.6250,-0.6525,-0.7578
-1.0585,-2.2660,21.1769,0.8682,2.3944,-0.6259,1.2950,0.6150,-0.6796,-0.7336
-1.0941,-2.2317,21.2263,0.8702,2.3560,-0.6428,1.2650,0.6050,-0.7072,-0.7070
-1.1284,-2.1960,21.2758,0.8723,2.3159,-0.6585,1.1650,0.6350,-0.7350,-0.6780
-1.1612,-2.1589,21.3254,0.8743,2.2740,-0.6729,1.1450,0.6550,-0.7628,-0.6467
-1.1926,-2.1202,21.3752,0.8763,2.2306,-0.6857,1.0850,0.6650,-0.7901,-0.6129
-1.2224,-2.0800,21.4253,0.8784,2.1867,-0.6967,1.0550,0.6850,-0.8162,-0.5777
-1.2506,-2.0382,21.4757,0.8805,2.1437,-0.7059,0.9950,0.6950,-0.8403,-0.5421
-1.2771,-1.9952,21.5263,0.8825,2.1014,-0.7130,0.9950,0.7050,-0.8625,-0.5061
-1.3019,-1.9508,21.5770,0.8846,2.0596,-0.7179,0.9450,0.7150,-0.8829,-0.4696
-1.3249,-1.9054,21.6280,0.8867,2.0181,-0.7205,0.9550,0.7250,-0.9016,-0.4326
-1.3460,-1.8589,21.6790,0.8888,1.9767,-0.7207,0.9050,0.7350,-0.9187,-0.3949
-1.3652,-1.8116,21.7301,0.8909,1.9353,-0.7197,0.8750,0.7450,-0.9343,-0.3565
-1.3824,-1.7635,21.7811,0.8930,1.8936,-0.7178,0.8950,0.7550,-0.9484,-0.3172
-1.3976,-1.7148,21.8322,0.8951,1.8514,-0.7155,0.8650,0.7550,-0.9609,-0.2770
-1.4106,-1.6655,21.8831,0.8972,1.8086,-0.7132,0.8950,0.7650,-0.9718,-0.2356
-1.4215,-1.6159,21.9340,0.8992,1.7651,-0.7125,0.9250,0.7650,-0.9812,-0.1931
-1.4302,-1.5659,21.9846,0.9013,1.7205,-0.7153,0.9150,0.7650,-0.9888,-0.1492
-1.4366,-1.5159,22.0351,0.9034,1.6749,-0.7208,0.8950,0.7750,-0.9946,-0.1039
-1.4407,-1.4657,22.0854,0.9055,1.6279,-0.7284,0.8950,0.7750,-0.9984,-0.0570
-1.4423,-1.4157,22.1355,0.9075,1.5794,-0.7345,0.8850,0.7750,-1.0000,-0.0086
-1.4415,-1.3658,22.1854,0.9096,1.5300,-0.7368,0.9350,0.7750,-0.9992,0.0408
-1.4383,-1.3162,22.2351,0.9116,1.4815,-0.7348,0.9450,0.7750,-0.9960,0.0892
-1.4327,-1.2670,22.2846,0.9136,1.4342,-0.7289,0.9550,0.7750,-0.9907,0.1362
-1.4248,-1.2181,22.3342,0.9157,1.3880,-0.7197,0.9750,0.7650,-0.9833,0.1818
-1.4147,-1.1696,22.3837,0.9177,1.3431,-0.7075,0.9450,0.7650,-0.9742,0.2257
-1.4025,-1.1216,22.4333,0.9197,1.2995,-0.6927,0.9650,0.7650,-0.9634,0.2680
-1.3882,-1.0740,22.4829,0.9218,1.2571,-0.6759,0.9950,0.7550,-0.9512,0.3086
-1.3718,-1.0271,22.5326,0.9238,1.2159,-0.6575,1.0250,0.7450,-0.9377,0.3475
-1.3536,-0.9808,22.5824,0.9258,1.1759,-0.6379,1.0550,0.7450,-0.9231,0.3847
-1.3335,-0.9351,22.6323,0.9279,1.1371,-0.6174,1.1050,0.7350,-0.9074,0.4202
-1.3116,-0.8901,22.6823,0.9299,1.0993,-0.5967,1.1450,0.7750,-0.8909,0.4542
-1.2880,-0.8459,22.7324,0.9320,1.0625,-0.5768,1.2550,0.7650,-0.8736,0.4867
-1.2628,-0.8024,22.7827,0.9340,1.0267,-0.5574,1.3050,0.7550,-0.8556,0.5177
-1.2360,-0.7598,22.8330,0.9361,0.9917,-0.5388,1.3750,0.7350,-0.8369,0.5473
-1.2077,-0.7182,22.8834,0.9382,0.9574,-0.5208,1.4350,0.7250,-0.8177,0.5756
-1.1780,-0.6774,22.9338,0.9402,0.9245,-0.5035,1.5150,0.7050,-0.7983,0.6023
-1.1470,-0.6376,22.9843,0.9423,0.8971,-0.4869,1.5150,0.6750,-0.7815,0.6239
-1.1151,-0.5985,23.0347,0.9444,0.8760,-0.4711,1.5850,0.6850,-0.7682,0.6402
-1.0825,-0.5599,23.0852,0.9464,0.8612,-0.4561,1.5350,0.6850,-0.7587,0.6515
-1.0495,-0.5219,23.1356,0.9485,0.8514,-0.4419,1.5350,0.6450,-0.7522,0.6589
-1.0161,-0.4842,23.1859,0.9506,0.8410,-0.4288,1.5350,0.6750,-0.7453,0.6667
-0.9825,-0.4470,23.2361,0.9526,0.8291,-0.4167,1.4950,0.6350,-0.7373,0.6755
-0.9485,-0.4104,23.2861,0.9547,0.8159,-0.4058,1.4550,0.5950,-0.7283,0.6852
-0.9141,-0.3744,23.3359,0.9567,0.8012,-0.3961,1.4550,0.5950,-0.7182,0.6959
-0.8793,-0.3390,23.3855,0.9588,0.7850,-0.3878,1.3750,0.6350,-0.7069,0.7074
-0.8439,-0.3043,23.4350,0.9608,0.7675,-0.3860,1.3750,0.6150,-0.6943,0.7197
-0.8080,-0.2703,23.4845,0.9628,0.7485,-0.3855,1.3050,0.6350,-0.6805,0.7327
-0.7714,-0.2370,23.5339,0.9648,0.7282,-0.3862,1.2350,0.6650,-0.6655,0.7464
-0.7341,-0.2044,23.5834,0.9669,0.7067,-0.3880,1.2350,0.6950,-0.6493,0.7605
-0.6961,-0.1727,23.6330,0.9689,0.6839,-0.3908,1.1750,0.7250,-0.6318,0.7751
-0.6571,-0.1417,23.6828,0.9709,0.6601,-0.3945,1.1050,0.7550,-0.6132,0.7899
-0.6172,-0.1115,23.7328,0.9730,0.6362,-0.3990,1.0550,0.7750,-0.5942,0.8043
-0.5765,-0.0821,23.7830,0.9751,0.6127,-0.4043,0.9950,0.7950,-0.5751,0.8181
-0.5349,-0.0536,23.8334,0.9771,0.5895,-0.4103,0.9450,0.8150,-0.5559,0.8312
-0.4926,-0.0260,23.8840,0.9792,0.5665,-0.4168,0.9550,0.8350,-0.5367,0.8438
-0.4496,0.0007,23.9346,0.9813,0.5436,-0.4237,0.9150,0.8550,-0.5173,0.8558
-0.4058,0.0264,23.9854,0.9833,0.5209,-0.4310,0.8750,0.8750,-0.4977,0.8673
-0.3615,0.0512,24.0362,0.9854,0.4983,-0.4387,0.8850,0.8950,-0.4780,0.8784
-0.3165,0.0750,24.0871,0.9875,0.4757,-0.4464,0.8550,0.9050,-0.4580,0.8890
-0.2710,0.0978,24.1379,0.9896,0.4531,-0.4543,0.8150,0.9250,-0.4378,0.8991
-0.2250,0.1196,24.1888,0.9917,0.4304,-0.4622,0.7850,0.9350,-0.4173,0.9088
-0.1786,0.1402,24.2396,0.9938,0.4076,-0.4700,0.7550,0.9450,-0.3964,0.9181
-0.1318,0.1598,24.2904,0.9959,0.3846,-0.4777,0.7250,0.9650,-0.3752,0.9269
-0.0847,0.1783,24.3410,0.9979,0.3615,-0.4850,0.6950,0.9750,-0.3536,0.9354
-0.0372,0.1956,24.3915,1.0000,0.3380,-0.4920,0.6750,0.9850,-0.3316,0.9434
